timestamp,value
2026-03-27T02:41:34Z,94.3
2026-03-27T02:42:34Z,94.4
2026-03-27T02:43:34Z,94.0
2026-03-27T02:44:34Z,93.4
2026-03-27T02:45:34Z,92.7
2026-03-27T02:46:34Z,92.7
2026-03-27T02:47:34Z,92.7
2026-03-27T02:48:34Z,92.6
2026-03-27T02:49:34Z,92.5
2026-03-27T02:50:34Z,92.6
2026-03-27T02:51:34Z,92.6
2026-03-27T02:52:34Z,92.6
2026-03-27T02:53:34Z,92.6
2026-03-27T02:54:34Z,92.5
2026-03-27T02:55:34Z,92.5
2026-03-27T02:56:34Z,92.5
2026-03-27T02:57:34Z,92.6
2026-03-27T02:58:34Z,92.5
2026-03-27T02:59:34Z,92.5
2026-03-27T03:00:34Z,92.5
2026-03-27T03:01:34Z,92.4
2026-03-27T03:02:34Z,92.4
2026-03-27T03:03:34Z,92.4
2026-03-27T03:04:34Z,92.7
2026-03-27T03:05:34Z,92.7
2026-03-27T03:06:34Z,92.9
2026-03-27T03:07:34Z,50.0
2026-03-27T03:08:34Z,93.0
2026-03-27T03:09:34Z,92.8
2026-03-27T03:10:34Z,93.2
2026-03-27T03:11:34Z,93.3
2026-03-27T03:12:34Z,93.9
2026-03-27T03:13:34Z,94.1
2026-03-27T03:14:34Z,94.5
2026-03-27T03:15:34Z,94.5
2026-03-27T03:16:34Z,94.5
2026-03-27T03:17:34Z,50.0
2026-03-27T03:18:34Z,94.2
2026-03-27T03:19:34Z,87.4
2026-03-27T03:20:34Z,50.0
2026-03-27T03:21:34Z,84.6
2026-03-27T03:22:34Z,87.9
2026-03-27T03:23:34Z,90.8
2026-03-27T03:24:34Z,92.3
2026-03-27T03:25:34Z,92.9
2026-03-27T03:26:34Z,92.9
2026-03-27T03:27:34Z,93.7
2026-03-27T03:28:34Z,50.0
2026-03-27T03:29:34Z,93.3
2026-03-27T03:30:34Z,92.1
2026-03-27T03:31:34Z,91.2
2026-03-27T03:32:34Z,90.9
2026-03-27T03:33:34Z,90.6
2026-03-27T03:34:34Z,90.4
2026-03-27T03:35:34Z,90.3
2026-03-27T03:36:34Z,90.2
2026-03-27T03:37:34Z,90.2
2026-03-27T03:38:34Z,90.2
2026-03-27T03:39:34Z,90.3
2026-03-27T03:40:34Z,90.5
2026-03-27T03:41:34Z,90.5
2026-03-27T03:42:34Z,90.6
2026-03-27T03:43:34Z,90.8
2026-03-27T03:44:34Z,90.8
2026-03-27T03:45:34Z,92.3
2026-03-27T03:46:34Z,93.4
2026-03-27T03:47:34Z,94.0
2026-03-27T03:48:34Z,94.4
2026-03-27T03:49:34Z,94.6
2026-03-27T03:50:34Z,94.5
2026-03-27T03:51:34Z,94.3
2026-03-27T03:52:34Z,94.1
2026-03-27T03:53:34Z,94.0
2026-03-27T03:54:34Z,50.0
2026-03-27T03:55:34Z,93.4
2026-03-27T03:56:34Z,50.0
2026-03-27T03:57:34Z,93.8
2026-03-27T03:58:34Z,94.5
2026-03-27T03:59:34Z,94.9
2026-03-27T04:00:34Z,95.3
2026-03-27T04:01:34Z,50.0
2026-03-27T04:02:34Z,94.8
2026-03-27T04:03:34Z,94.1
2026-03-27T04:04:34Z,93.9
2026-03-27T04:05:34Z,93.6
2026-03-27T04:06:34Z,93.5
2026-03-27T04:07:34Z,93.3
2026-03-27T04:08:34Z,93.2
2026-03-27T04:09:34Z,93.1
2026-03-27T04:10:34Z,93.2
2026-03-27T04:11:34Z,93.1
2026-03-27T04:12:34Z,93.0
2026-03-27T04:13:34Z,93.1
2026-03-27T04:14:34Z,93.1
2026-03-27T04:15:34Z,93.4
2026-03-27T04:16:34Z,50.0
2026-03-27T04:17:34Z,94.5
2026-03-27T04:18:34Z,94.6
2026-03-27T04:19:34Z,95.0
2026-03-27T04:20:34Z,95.4
2026-03-27T04:21:34Z,95.4
2026-03-27T04:22:34Z,95.8
2026-03-27T04:23:34Z,95.5
2026-03-27T04:24:34Z,94.8
2026-03-27T04:25:34Z,95.0
2026-03-27T04:26:34Z,94.8
2026-03-27T04:27:34Z,95.1
2026-03-27T04:28:34Z,94.7
2026-03-27T04:29:34Z,94.1
2026-03-27T04:30:34Z,93.8
2026-03-27T04:31:34Z,93.6
2026-03-27T04:32:34Z,93.5
2026-03-27T04:33:34Z,93.4
2026-03-27T04:34:34Z,93.4
2026-03-27T04:35:34Z,93.3
2026-03-27T04:36:34Z,93.3
2026-03-27T04:37:34Z,93.6
2026-03-27T04:38:34Z,93.5
2026-03-27T04:39:34Z,93.6
2026-03-27T04:40:34Z,93.7
2026-03-27T04:41:34Z,93.6
2026-03-27T04:42:34Z,93.5
2026-03-27T04:43:34Z,93.6
2026-03-27T04:44:34Z,50.0
2026-03-27T04:45:34Z,93.3
2026-03-27T04:46:34Z,92.8
2026-03-27T04:47:34Z,50.0
2026-03-27T04:48:34Z,92.7
2026-03-27T04:49:34Z,94.1
2026-03-27T04:50:34Z,95.1
2026-03-27T04:51:34Z,95.0
2026-03-27T04:52:34Z,93.4
2026-03-27T04:53:34Z,93.5
2026-03-27T04:54:34Z,93.4
2026-03-27T04:55:34Z,93.8
2026-03-27T04:56:34Z,93.4
2026-03-27T04:57:34Z,50.0
2026-03-27T04:58:34Z,50.0
2026-03-27T04:59:34Z,93.1
2026-03-27T05:00:34Z,50.0
2026-03-27T05:01:34Z,50.0
2026-03-27T05:02:34Z,87.9
2026-03-27T05:03:34Z,50.0
2026-03-27T05:04:34Z,50.0
2026-03-27T05:05:34Z,50.0
2026-03-27T05:06:34Z,50.0
2026-03-27T05:07:34Z,50.0
2026-03-27T05:08:34Z,50.0
2026-03-27T05:09:34Z,50.0
2026-03-27T05:10:34Z,50.0
2026-03-27T05:11:34Z,50.0
2026-03-27T16:54:03Z,90.0
2026-03-27T16:55:03Z,91.8
2026-03-27T16:56:03Z,92.7
2026-03-27T16:57:03Z,93.2
2026-03-27T16:58:03Z,93.9
2026-03-27T16:59:03Z,94.2
2026-03-27T17:00:03Z,94.4
2026-03-27T17:01:03Z,94.4
2026-03-27T17:02:03Z,94.3
2026-03-27T17:03:03Z,94.5
2026-03-27T17:04:03Z,94.7
2026-03-27T17:05:03Z,94.9
2026-03-27T17:06:03Z,94.8
2026-03-27T17:07:03Z,94.9
2026-03-27T17:08:03Z,94.5
2026-03-27T17:09:03Z,94.9
2026-03-27T17:10:03Z,94.9
2026-03-27T17:11:03Z,94.8
2026-03-27T17:12:03Z,94.5
2026-03-27T17:13:03Z,50.0
2026-03-27T17:14:03Z,95.1
2026-03-27T17:15:03Z,95.5
2026-03-27T17:16:03Z,95.5
2026-03-27T17:17:03Z,96.0
2026-03-27T17:18:03Z,96.3
2026-03-27T17:19:03Z,96.9
2026-03-27T17:20:03Z,97.1
2026-03-27T17:21:03Z,96.6
2026-03-27T17:22:03Z,96.7
2026-03-27T17:23:03Z,95.5
2026-03-27T17:24:03Z,96.2
2026-03-27T17:25:03Z,96.6
2026-03-27T17:26:03Z,96.7
2026-03-27T17:27:03Z,96.7
2026-03-27T17:28:03Z,96.8
2026-03-27T17:29:03Z,96.7
2026-03-27T17:30:03Z,97.2
2026-03-27T17:31:03Z,97.5
2026-03-27T17:32:03Z,97.2
2026-03-27T17:33:03Z,97.0
2026-03-27T17:34:03Z,96.6
2026-03-27T17:35:03Z,96.6
2026-03-27T17:36:03Z,96.8
2026-03-27T17:37:03Z,96.8
2026-03-27T17:38:03Z,96.4
2026-03-27T17:39:03Z,96.7
2026-03-27T17:40:03Z,96.7
2026-03-27T17:41:03Z,96.7
2026-03-27T17:42:03Z,96.4
2026-03-27T17:43:03Z,50.0
2026-03-27T17:44:03Z,50.0
2026-03-27T17:45:03Z,50.0
2026-03-27T17:46:03Z,50.0
2026-03-27T17:47:03Z,50.0
2026-03-27T17:48:03Z,94.5
2026-03-27T17:49:03Z,50.0
2026-03-27T17:50:03Z,94.6
2026-03-27T17:51:03Z,93.2
2026-03-27T17:52:03Z,92.7
2026-03-27T17:53:03Z,50.0
2026-03-27T17:54:03Z,50.0
2026-03-27T17:55:03Z,50.0
2026-03-27T17:56:03Z,50.0
2026-03-27T17:57:03Z,50.0
2026-03-27T17:58:03Z,50.0
2026-03-27T17:59:03Z,50.0
2026-03-27T18:00:03Z,50.0
2026-03-27T18:01:03Z,91.4
2026-03-27T18:02:03Z,50.0
2026-03-27T18:03:03Z,50.0
2026-03-27T20:05:38Z,100.0
2026-03-27T20:06:38Z,100.0
2026-03-27T20:07:38Z,100.0
2026-03-27T20:08:38Z,100.0
2026-03-27T20:09:38Z,100.0
2026-03-27T20:10:38Z,100.0
2026-03-27T20:11:38Z,99.4
2026-03-27T20:12:38Z,96.4
2026-03-27T20:13:38Z,94.5
2026-03-27T20:14:38Z,91.9
2026-03-27T20:15:38Z,91.2
2026-03-27T20:16:38Z,50.0
2026-03-27T20:17:38Z,50.0
2026-03-27T20:18:38Z,50.0
2026-03-27T20:19:38Z,50.0
2026-03-27T20:20:38Z,90.0
2026-03-27T20:21:38Z,50.0
2026-03-27T20:22:38Z,50.0
2026-03-27T20:23:38Z,50.0
2026-03-27T20:24:38Z,50.0
2026-03-27T20:25:38Z,89.3
2026-03-27T20:26:38Z,90.3
2026-03-27T20:27:38Z,50.0
2026-03-27T20:28:38Z,50.0
2026-03-27T20:29:38Z,50.0
2026-03-27T20:30:38Z,50.0
2026-03-27T20:31:38Z,50.0
2026-03-27T20:32:38Z,50.0
2026-03-27T20:33:38Z,50.0
2026-03-27T21:50:33Z,50.0
2026-03-27T21:51:33Z,91.6
2026-03-27T21:52:33Z,50.0
2026-03-27T21:53:33Z,50.0
2026-03-27T21:54:33Z,50.0
2026-03-27T23:15:03Z,97.7
2026-03-27T23:16:03Z,96.8
2026-03-27T23:17:03Z,96.1
2026-03-27T23:18:03Z,95.8
2026-03-27T23:19:03Z,95.6
2026-03-27T23:20:03Z,95.3
2026-03-27T23:21:03Z,95.2
2026-03-27T23:22:03Z,95.2
2026-03-27T23:23:03Z,95.1
2026-03-27T23:24:03Z,95.1
2026-03-27T23:25:03Z,95.2
2026-03-27T23:26:03Z,95.1
2026-03-27T23:27:03Z,95.0
2026-03-27T23:28:03Z,94.8
2026-03-27T23:29:03Z,95.3
2026-03-27T23:30:03Z,95.8
2026-03-27T23:31:03Z,96.0
2026-03-27T23:32:03Z,96.3
2026-03-27T23:33:03Z,96.7
2026-03-27T23:34:03Z,96.8
2026-03-27T23:35:03Z,96.5
2026-03-27T23:36:03Z,96.3
2026-03-27T23:37:03Z,96.6
2026-03-27T23:38:03Z,96.6
2026-03-27T23:39:03Z,96.6
2026-03-27T23:40:03Z,96.5
2026-03-27T23:41:03Z,96.6
2026-03-27T23:42:03Z,96.7
2026-03-27T23:43:03Z,96.9
2026-03-27T23:44:03Z,97.0
2026-03-27T23:45:03Z,97.1
2026-03-27T23:46:03Z,97.1
2026-03-27T23:47:03Z,97.1
2026-03-27T23:48:03Z,97.1
2026-03-27T23:49:03Z,97.1
2026-03-27T23:50:03Z,97.3
2026-03-27T23:51:03Z,97.1
2026-03-27T23:52:03Z,96.9
2026-03-27T23:53:03Z,96.9
2026-03-27T23:54:03Z,96.9
2026-03-27T23:55:03Z,96.9
2026-03-27T23:56:03Z,96.8
2026-03-27T23:57:03Z,96.9
2026-03-27T23:58:03Z,96.7
2026-03-27T23:59:03Z,96.7
2026-03-28T00:00:03Z,96.7
